number,state,created,closed,type,component_v1,root_cause_v1,severity_v1,confidence_v1,refined,component_v2,root_cause_v2,severity_v2,confidence_v2,fix_reason,note
1087,CLOSED,2026-05-07,2026-05-13,chore,rate-limiting,n/a,none,high,no,rate-limiting,n/a,none,,,"Backport RATE_LIMIT_EXEMPT_USERNAMES (#697) to release/1.1.x to avoid false-positive 401/429 for admin"
1088,CLOSED,2026-05-07,2026-05-12,defect,api-routing,performance-scaling,degraded,med,yes,api-routing,performance-scaling,degraded,high,"PR1200 raises DB pool/auth concurrency; bcrypt-bound pool starvation on POST /repositories under load","High error rate on POST /api/v1/repositories under sustained load; suspected DB write contention not bcrypt"
1089,CLOSED,2026-05-07,2026-05-11,defect,proxy-remote,config-error,degraded,med,yes,storage-cas,error-handling,degraded,high,"PR1177 filesystem.rs maps ENOENT to AppError::NotFound so proxy cache-miss re-fetch triggers instead of 500","Re-author proxy per-repo storage routing fix for #1016 (S3 cached package download bug) narrowly on main"
1090,CLOSED,2026-05-07,2026-05-08,infra,ci-cd-release,n/a,none,high,no,ci-cd-release,n/a,none,,,"Add CI gate requiring PRs against release/* branches to have main-merged ancestor commits"
1091,CLOSED,2026-05-07,2026-05-12,security-hardening,auth-rbac-sso,n/a,none,high,no,auth-rbac-sso,n/a,none,,,"Feature: support S256 OIDC PKCE in addition to plain PKCE"
1092,CLOSED,2026-05-07,2026-05-12,defect,format-maven,design-gap-other,wrong-result,high,yes,format-maven,design-gap-other,wrong-result,med,"PR1209 maven.rs virtual aggregation; secondary GAV files grouped into one row hidden from local APIs","Local Maven secondary files (POM/sources) grouped into one row, hidden from local APIs but visible via remote proxy"
1094,CLOSED,2026-05-08,2026-05-12,enhancement,auth-rbac-sso,n/a,none,high,no,auth-rbac-sso,n/a,none,,,"Feature: map OIDC groups directly to AK groups instead of hardcoded role mappings"
1096,CLOSED,2026-05-08,2026-05-12,defect,format-composer,format-compat,wrong-result,high,yes,format-composer,format-compat,wrong-result,med,"PR1203 composer.rs now proxies /p2 /p on cache miss instead of unconditional 404","Composer remote repo returns 404 for packages; backend never queries upstream packagist URL"
1097,OPEN,2026-05-08,"",dependency,config-deploy,n/a,none,high,no,config-deploy,n/a,none,,,"Automated tracking issue monitoring digest 0.11 ecosystem readiness for held dependabot PRs"
1098,OPEN,2026-05-08,"",dependency,config-deploy,n/a,none,high,no,config-deploy,n/a,none,,,"Coordinate sha2/hmac/md-5 digest 0.10->0.11 dependency bump now that upstream blockers cleared"
1100,CLOSED,2026-05-08,2026-05-22,defect,format-swift-other,validation-input,wrong-result,high,no,format-swift-other,validation-input,wrong-result,,,"Swift manifest endpoint 404 for zip-published packages; manifest only stored from custom header, not extracted from archive"
1101,OPEN,2026-05-08,"",feature,auth-rbac-sso,n/a,none,high,no,auth-rbac-sso,n/a,none,,,"Feature request: project-level repository grouping/namespacing for multi-tenancy with project-scoped RBAC"
1127,CLOSED,2026-05-09,2026-05-09,defect,sbom-scanning,db-schema-query,wrong-result,high,no,sbom-scanning,db-schema-query,wrong-result,,,"recalculate_score on main inflates finding counts by summing all scans instead of latest per artifact_id/scan_type"
1128,CLOSED,2026-05-09,2026-05-12,automated-report,ci-cd-release,n/a,none,high,no,ci-cd-release,n/a,none,,,"Bot-filed nightly E2E test failure report"
1129,CLOSED,2026-05-09,2026-05-13,defect,database-migrations,db-schema-query,outage-oom,high,no,database-migrations,db-schema-query,outage-oom,,,"SQL migration VersionMismatch(73) on upgrade causes startup failure; migration checksum/version conflict"
1130,CLOSED,2026-05-09,2026-05-12,defect,format-pypi,path-normalization,wrong-result,high,yes,format-pypi,path-normalization,wrong-result,high,"PR1203 pypi.rs strips trailing /simple from upstream URL; doubled simple/simple path caused 404","PyPI remote with /simple URL doubles path to upstream (pypi.org/simple/simple/...), causing 404 on all packages"
1132,CLOSED,2026-05-09,2026-05-09,question,format-oci-docker,n/a,none,high,no,format-oci-docker,n/a,none,,,"User pulled non-existent ghcr image tag (home-assistant:latest); upstream 404, not an AK bug"
1133,CLOSED,2026-05-09,2026-05-09,defect,format-oci-docker,path-normalization,wrong-result,high,no,format-oci-docker,path-normalization,wrong-result,,,"OCI v2 read returns NAME/MANIFEST_UNKNOWN for just-pushed local images; admin API lists them; also masks Trivy scans"
1139,CLOSED,2026-05-09,2026-05-12,enhancement,proxy-remote,n/a,none,high,no,proxy-remote,n/a,none,,,"Upstream 404 logs misleading 'Proxy fetch failed' WARN; reword/lower level to distinguish upstream-404 from proxy fault"
1143,CLOSED,2026-05-10,2026-05-12,defect,format-cargo,design-gap-other,wrong-result,high,yes,format-cargo,design-gap-other,wrong-result,high,"PR1209 cargo.rs try_virtual_index now iterates/dedupes all members instead of returning first match","Cargo virtual repo returns first-match member only, dropping versions from other members instead of aggregating union"
1147,CLOSED,2026-05-10,2026-05-12,defect,format-debian-rpm,inv-cache-correctness,wrong-result,high,yes,format-debian-rpm,inv-cache-correctness,wrong-result,high,"PR1148/1209 debian.rs invalidates stale Packages on Release SHA change; virtual dists resolution","APT remote proxy serves stale Packages after Release changes (hash mismatch); virtual APT repos can't resolve dists metadata"
1151,CLOSED,2026-05-11,2026-05-12,security-hardening,sbom-scanning,n/a,none,high,no,sbom-scanning,n/a,none,,,"Bound PURL column length and add syntactic regex validation in scan_packages to prevent oversized/malformed PURLs"
1152,CLOSED,2026-05-11,2026-05-12,security-hardening,sbom-scanning,validation-input,wrong-result,high,no,sbom-scanning,validation-input,wrong-result,,,"SPDX license expression not validated; hostile license string can green-light policy check"
1153,CLOSED,2026-05-11,2026-05-12,security-hardening,sbom-scanning,validation-input,wrong-result,high,no,sbom-scanning,validation-input,wrong-result,,,"Trivy skips unparseable lockfile target silently; SBOM reports no packages as clean"
1154,CLOSED,2026-05-11,2026-05-12,enhancement,sbom-scanning,n/a,none,high,no,sbom-scanning,n/a,none,,,"Add composite FK to enforce scan_packages.artifact_id consistency with scan_results"
1155,CLOSED,2026-05-11,2026-05-12,enhancement,sbom-scanning,n/a,none,high,no,sbom-scanning,n/a,none,,,"Add backfill job for artifacts scanned before scan_packages inventory landed"
1156,CLOSED,2026-05-11,2026-05-12,security-hardening,sbom-scanning,n/a,none,high,no,sbom-scanning,n/a,none,,,"Add audit logging for SBOM POST/GET endpoints"
1157,CLOSED,2026-05-11,2026-05-12,enhancement,sbom-scanning,n/a,none,high,no,sbom-scanning,n/a,none,,,"Add inventory_status column and Prometheus counter on SBOM persistence failures"
1158,CLOSED,2026-05-11,2026-05-12,enhancement,sbom-scanning,n/a,none,high,no,sbom-scanning,n/a,none,,,"Use UNNEST batch insert for create_packages/create_findings instead of row-by-row"
1159,CLOSED,2026-05-11,2026-05-22,docs,sbom-scanning,n/a,none,med,no,sbom-scanning,n/a,none,,,"CHANGELOG entry for affected_component format change (drop (target) suffix)"
1160,CLOSED,2026-05-11,2026-05-12,enhancement,sbom-scanning,n/a,none,high,no,sbom-scanning,n/a,none,,,"Make GrypeScanner scan OCI images via registry mode instead of dir scan"
1168,CLOSED,2026-05-11,2026-05-13,defect,format-generic,db-schema-query,wrong-result,high,no,format-generic,db-schema-query,wrong-result,,,"Large file upload fails: missing is_deleted column, chunk status constraint, wrong download path"
1169,CLOSED,2026-05-11,2026-05-12,security-hardening,webhooks,n/a,none,high,no,webhooks,n/a,none,,,"Add per-event/per-recipient rate limiting on email dispatcher fan-out"
1170,CLOSED,2026-05-11,2026-05-12,security-hardening,webhooks,n/a,none,high,no,webhooks,n/a,none,,,"Add audit logging for email subscription create/delete mutations"
1171,CLOSED,2026-05-11,2026-05-12,refactor,webhooks,n/a,none,high,no,webhooks,n/a,none,,,"Convert email dispatcher to sqlx::query! for compile-time schema-drift checking"
1172,CLOSED,2026-05-11,2026-05-12,enhancement,observability,n/a,none,high,no,observability,n/a,none,,,"Add tracing instrument span on email_dispatcher::dispatch_event"
1173,CLOSED,2026-05-11,2026-05-12,defect,auth-rbac-sso,inv-coordination,security,high,yes,auth-rbac-sso,inv-coordination,security,high,"PR1190 auth_service.rs replaces process-local OnceLock map with DB-backed watermark for replica-safe revocation","Replica-scoped in-memory invalidation map limits token revocation to one pod under replicas>1"
1174,CLOSED,2026-05-11,2026-05-12,security-hardening,auth-rbac-sso,auth-logic,security,high,no,auth-rbac-sso,auth-logic,security,,,"refresh_tokens mints new pair without invalidating consumed refresh JWT; no replay detection"
1175,CLOSED,2026-05-11,2026-05-12,security-hardening,format-oci-docker,validation-input,none,high,no,format-oci-docker,validation-input,none,,,"OCI /v2/token does not validate service query param against configured realm"
1179,CLOSED,2026-05-12,2026-05-12,defect,storage-cas,inv-lifecycle-gc,data-loss,high,yes,storage-cas,inv-lifecycle-gc,data-loss,high,"PR1192 storage_gc_service.rs protects OCI index child manifests via oci_manifest_refs from orphan GC","GC orphan scan doesn't protect multi-arch OCI index child manifests; can delete arch layers"
1180,CLOSED,2026-05-12,2026-05-12,defect,storage-cas,inv-lifecycle-gc,data-loss,high,yes,storage-cas,concurrency-race,data-loss,med,"PR1192 closes TOCTOU between orphan SELECT and per-key delete via in-tx FOR UPDATE re-check; a race not pure GC logic","Storage GC TOCTOU race between orphan SELECT and per-key delete can drop newly-referenced blobs"
1183,CLOSED,2026-05-12,2026-05-12,test,proxy-remote,n/a,none,high,no,proxy-remote,n/a,none,,,"Add per-handler behaviour-pin tests so streaming migration doesn't silently revert to buffered"
1184,CLOSED,2026-05-12,2026-05-12,docs,proxy-remote,n/a,none,med,no,proxy-remote,n/a,none,,,"Document that HTTP/2 flow-control can buffer beyond 4MiB tee cap in OOM budget docstring"
1185,CLOSED,2026-05-12,2026-05-12,enhancement,proxy-remote,error-handling,cosmetic,high,no,proxy-remote,error-handling,cosmetic,,,"tee error path wraps upstream errors as AppError::Storage; misleading log category"
1191,CLOSED,2026-05-12,2026-05-12,defect,auth-rbac-sso,validation-input,wrong-result,high,yes,auth-rbac-sso,design-gap-other,wrong-result,med,"PR1199 sso.rs/auth_config_service add PATCH/partial attribute_mapping; merge-by-omission design gap, not input validation","OIDC PUT replaces attribute_mapping wholesale, dropping unmentioned keys; needs PATCH semantics"
1193,CLOSED,2026-05-12,2026-05-22,feature,format-oci-docker,n/a,none,high,no,format-oci-docker,n/a,none,,,"Server-side Docker tag aggregation summing layer sizes; mirrors maven group_by"
1194,CLOSED,2026-05-12,2026-05-12,feature,format-oci-docker,n/a,none,high,no,format-oci-docker,n/a,none,,,"Add server-side Docker per-tag rollup endpoint so frontend stops re-deriving"
1195,CLOSED,2026-05-12,2026-05-12,defect,format-oci-docker,auth-logic,degraded,high,yes,format-oci-docker,auth-logic,degraded,high,"PR1205 oci_v2.rs/auth_service authenticate_oci tried password first, bumping failed_login on api-token use","OCI Basic auth tries password first, bumping failed_login_attempts on api-token use, locks accounts"
1196,CLOSED,2026-05-12,2026-05-13,chore,sbom-scanning,n/a,none,high,no,sbom-scanning,n/a,none,,,"Forward-port stuck-scan janitor follow-ups (migration, audit action, changelog) to main"
1210,CLOSED,2026-05-12,2026-05-13,defect,format-generic,db-schema-query,wrong-result,high,no,format-generic,db-schema-query,wrong-result,,,"Upload session handler queries non-existent is_deleted column; uploads 500"
1213,OPEN,2026-05-13,"",feature,proxy-remote,n/a,none,high,no,proxy-remote,n/a,none,,,"Request for minimum-age quarantine policy on pull-through cache; also docs for QUARANTINE_ENABLED"
1215,CLOSED,2026-05-13,2026-05-22,enhancement,virtual-repo,inv-streaming,degraded,high,no,virtual-repo,inv-streaming,degraded,,,"resolve_virtual_download and try_remote_or_virtual_download still buffer upstream instead of streaming"
1224,CLOSED,2026-05-14,2026-05-22,test,config-deploy,n/a,none,high,no,config-deploy,n/a,none,,,"add AK_SSRF_ALLOW_PRIVATE_CIDRS env var to allow RFC1918 upstreams for in-cluster test fixtures"
1225,CLOSED,2026-05-14,2026-05-22,automated-report,ci-cd-release,n/a,none,high,no,ci-cd-release,n/a,none,,,"bot-filed nightly E2E test failure report"
1228,CLOSED,2026-05-14,2026-06-03,question,other,n/a,none,high,no,other,n/a,none,,,"user asking for 1.1.20 release date and a Discord community hub"
1229,CLOSED,2026-05-14,2026-05-22,defect,virtual-repo,design-gap-other,wrong-result,high,no,virtual-repo,design-gap-other,wrong-result,,,"Docker virtual repo doesn't forward OCI manifest lookups to member remote repos, manifest unknown"
1230,CLOSED,2026-05-14,2026-05-21,defect,virtual-repo,design-gap-other,wrong-result,high,yes,virtual-repo,design-gap-other,wrong-result,high,"PR1267 pypi.rs unions simple/<project>/ entries across all virtual members instead of first non-empty","PyPI virtual simple index returns first non-empty member instead of unioning versions across members"
1232,CLOSED,2026-05-14,2026-05-22,defect,format-cargo,inv-cache-correctness,wrong-result,high,no,format-cargo,inv-cache-correctness,wrong-result,,,"cargo remote cache: serving cached crate fails on subsequent downloads after local cache clear"
1233,CLOSED,2026-05-14,2026-05-22,defect,virtual-repo,concurrency-race,wrong-result,high,no,virtual-repo,concurrency-race,wrong-result,,,"update_virtual_members loop not wrapped in transaction; concurrent PUTs interleave priorities"
1235,CLOSED,2026-05-15,2026-05-22,automated-report,ci-cd-release,n/a,none,high,no,ci-cd-release,n/a,none,,,"bot-filed nightly E2E test failure report"
1237,CLOSED,2026-05-15,2026-05-22,defect,format-generic,design-gap-other,wrong-result,high,yes,format-generic,design-gap-other,wrong-result,med,"PR1322 repositories.rs honors custom path on multipart upload so download URL matches","generic repo custom upload path not reflected in download URL"
1238,CLOSED,2026-05-16,2026-05-22,automated-report,ci-cd-release,n/a,none,high,no,ci-cd-release,n/a,none,,,"bot-filed nightly E2E test failure report"
1239,OPEN,2026-05-16,"",feature,config-deploy,n/a,none,high,no,config-deploy,n/a,none,,,"feature request: all-in-one single Docker image for simplified self-host deployment"
1243,CLOSED,2026-05-17,2026-05-22,defect,sbom-scanning,config-error,degraded,high,yes,sbom-scanning,config-error,degraded,med,"PR1330 scanner_service.rs extracts npm tgz via tar crate; missing external tar binary broke scans","npm package extraction fails during scan because tar binary missing; scans find 0 vulns (regression of #722)"
1246,OPEN,2026-05-17,"",feature,auth-rbac-sso,n/a,none,high,no,auth-rbac-sso,n/a,none,,,"feature request: kubelet credential provider for passwordless K8s image pulls via SA token exchange"
1247,CLOSED,2026-05-18,2026-05-18,defect,auth-rbac-sso,auth-logic,wrong-result,high,yes,auth-rbac-sso,auth-logic,wrong-result,high,"PR1248 auth_service.rs iat<=password_changed_at same-second false invalidation; auth-logic","fresh non-admin JWT gets 401 not 403; iat<=password_changed_at same-second false invalidation"
1249,CLOSED,2026-05-18,2026-05-19,defect,auth-rbac-sso,auth-logic,degraded,high,yes,auth-rbac-sso,auth-logic,degraded,high,"PR1250 users.rs/routes.rs admin_middleware over self-service password router; auth-logic","non-admin can't change own password: admin_middleware over password_router returns 403"
1251,CLOSED,2026-05-18,2026-05-19,defect,sbom-scanning,config-error,degraded,high,yes,sbom-scanning,config-error,degraded,high,"PR1252 grype_scanner.rs+Dockerfiles pin GRYPE_DB_AUTO_UPDATE; runtime config defaults","Grype seeded DB ages out after 5d, auto-update refetch fails in egress-restricted runners, exit 1"
1253,CLOSED,2026-05-18,2026-05-19,defect,search-indexing,data-integrity,wrong-result,high,yes,search-indexing,data-integrity,wrong-result,high,"PR1254 artifact_service upload never persisted sha1/md5; +checksum indexes migration","checksum search by SHA-1/MD5 empty; upload only computes/stores SHA-256, sha1/md5 columns NULL"
1255,CLOSED,2026-05-18,2026-05-19,defect,format-oci-docker,format-compat,wrong-result,high,yes,format-oci-docker,format-compat,wrong-result,high,"PR1256 oci_v2/proxy_service forward Accept for OCI manifest content negotiation","proxy drops client Accept header on upstream OCI manifest fetch causing 404 from strict registries"
1257,CLOSED,2026-05-18,2026-05-22,defect,auth-rbac-sso,auth-logic,degraded,high,yes,auth-rbac-sso,auth-logic,degraded,high,"PR1258 users.rs/routes.rs admin_middleware blocks self-manage tokens/password; auth-logic","admin_middleware over /users nest blocks non-admins from self-managing own tokens/password"
1263,CLOSED,2026-05-19,2026-05-21,defect,format-pypi,performance-scaling,degraded,high,no,format-pypi,performance-scaling,degraded,,,"pypi proxy/virtual adds 7-15s latency per wheel, no caching speedup; npm proxy healthy"
1266,CLOSED,2026-05-19,2026-05-21,defect,storage-cas,performance-scaling,degraded,high,yes,storage-cas,performance-scaling,degraded,low,"PR1285 proxy_helpers leading-wildcard LIKE; fix adds reverse(path) index; perf/db-query","leading-wildcard LIKE in proxy_helpers suffix lookups bypasses index, 3-6s seq scan per request"
1272,CLOSED,2026-05-20,2026-05-22,defect,format-incus,api-routing,wrong-result,high,yes,format-incus,api-routing,wrong-result,high,"PR1318 incus.rs/routes.rs /lxc/* never registered in router; api-routing","lxc format repos 404 on all routes; /lxc/* never registered in Axum router despite full plumbing"
1273,CLOSED,2026-05-20,2026-05-22,defect,sbom-scanning,data-integrity,wrong-result,med,yes,sbom-scanning,data-integrity,wrong-result,high,"PR1333 grype_scanner.rs omits matched components from scan_packages inventory","npm SBOM omits subdependencies that Grype flags as vulnerable"
1274,OPEN,2026-05-20,"",defect,sbom-scanning,design-gap-other,degraded,med,no,sbom-scanning,design-gap-other,degraded,,,"scan-on-proxy enabled but no automatic scan runs when new packages pulled; only manual works"
1275,CLOSED,2026-05-20,2026-05-20,defect,sbom-scanning,error-handling,wrong-result,med,no,sbom-scanning,error-handling,wrong-result,,,"Dependency Track reports 0 CVEs despite Grype findings; scans not running on cadence"
1276,CLOSED,2026-05-20,2026-05-22,defect,sbom-scanning,data-integrity,wrong-result,high,yes,sbom-scanning,data-integrity,wrong-result,high,"PR1324 scanner_service.rs DT project name fell to UUID; findings unmapped","DT project name set to UUID not artifact name, vulnerabilities don't map back to artifacts"
1277,CLOSED,2026-05-20,2026-05-22,defect,database-migrations,db-schema-query,outage-oom,high,yes,database-migrations,db-schema-query,outage-oom,high,"PR1335 migration_repair for divergent slots 73-75 VersionMismatch; backend won't boot","upgrade 1.1.9->1.2.0-rc.1 fails with Migration VersionMismatch(73), backend won't start"
1278,CLOSED,2026-05-20,2026-05-20,defect,proxy-remote,path-normalization,wrong-result,high,yes,proxy-remote,inv-cache-correctness,wrong-result,med,"PR1280 proxy_service cache write/read backend mismatch; fix stops caching into artifacts; cache-correctness","filesystem backend proxy-cache write vs read use different storage paths, 500 after first fetch"
1279,CLOSED,2026-05-20,2026-05-20,defect,virtual-repo,validation-input,degraded,high,yes,virtual-repo,validation-input,degraded,high,"PR1281 repositories.rs accepts wrong members shape, creates 0-member repo; validation","virtual repo create silently drops wrong-named members field, creates repo with zero members, later 404s"
1282,CLOSED,2026-05-20,2026-05-22,defect,format-pypi,inv-cache-correctness,degraded,high,yes,format-pypi,inv-cache-correctness,degraded,high,"PR1283 pypi.rs 500 on missing proxy-cache object; refetch stale cache; cache-correctness","uv wheel HEAD requests 500 on proxy cache miss; backend doesn't fall back to upstream lookup"
1286,CLOSED,2026-05-20,2026-05-22,defect,format-swift-other,format-compat,wrong-result,high,yes,format-swift-other,format-compat,wrong-result,high,"PR1321 cocoapods.rs PodSpec dropped fields; serde flatten catch-all; format-compat","CocoaPods served podspec.json strips fields (vendored_frameworks, xcconfig, etc) needed for linking"
1287,CLOSED,2026-05-20,2026-05-22,defect,virtual-repo,path-normalization,wrong-result,high,yes,virtual-repo,path-normalization,wrong-result,high,"PR1323 maven.rs virtual match by artifactId ignoring groupId; full GA path match","Maven virtual resolution matches local member by artifactId only, ignoring groupId; 404s remote artifact"
1298,CLOSED,2026-05-21,2026-05-21,defect,format-incus,config-error,degraded,high,yes,format-incus,inv-streaming,degraded,med,"PR1297 incus.rs staging used per-repo storage_path on fs; fix uses server STORAGE_PATH; staging path bug not config","Incus uploads use fs directly with relative storage_path; fail read-only fs on GCS/S3 backends"
1299,CLOSED,2026-05-21,2026-05-22,defect,migration-import,error-handling,data-loss,high,yes,migration-import,error-handling,data-loss,high,"PR1295 migration_worker/artifactory_client misclassifies layers, aborts on unavailable URLs","JFrog 7.38.10 migration misclassifies real layers as cache-only and aborts on unavailable URLs"
1300,CLOSED,2026-05-21,2026-05-21,defect,proxy-remote,inv-streaming,outage-oom,high,yes,proxy-remote,inv-streaming,outage-oom,high,"PR1294 proxy_service generic download buffers full body OOM + 60s timeout truncation; streaming","Generic remote download buffers full body (OOM/504) and reqwest total timeout truncates streams at 60s"
1301,CLOSED,2026-05-21,2026-05-21,defect,format-nuget,format-compat,degraded,high,yes,format-nuget,format-compat,degraded,high,"PR1289 nuget.rs reject trailing slash on push + populate packages index; format-compat","dotnet nuget push 404s on trailing slash; pushed packages absent from Packages UI"
1302,CLOSED,2026-05-21,2026-05-21,defect,docs,design-gap-other,cosmetic,high,yes,docs,design-gap-other,cosmetic,high,"setup.rs/main.rs only edit instruction text; docs/design-gap; PR1271","Setup banner/SETUP_REQUIRED only show docker exec recipe; no kubectl equivalent for k8s ops"
1303,CLOSED,2026-05-21,2026-05-21,defect,sbom-scanning,upstream-dependency,degraded,high,yes,sbom-scanning,upstream-dependency,degraded,high,"docker/init-dtrack.sh DT4.11 PUT method change; PR1270","dtrack-init POSTs API-key endpoint that DT 4.11 exposes only on PUT; key never written"
1304,CLOSED,2026-05-21,2026-05-21,defect,database-migrations,config-error,outage-oom,high,yes,database-migrations,config-error,outage-oom,high,"main.rs raises migration statement/lock_timeout; PR1269","Migrator inherits short statement_timeout; long schema migrations killed, pod fails to boot"
1305,CLOSED,2026-05-21,2026-05-21,defect,migration-import,db-schema-query,degraded,high,yes,migration-import,db-schema-query,degraded,high,"migration_service.rs wrong column names; PR1268","Migration queries reference nonexistent columns (repository_type/display_name/metadata); jobs fail"
1306,CLOSED,2026-05-21,2026-05-22,defect,auth-rbac-sso,auth-logic,security,high,yes,auth-rbac-sso,auth-logic,security,high,"token_service/auth handlers block admin-scope issuance; PR1261","Non-admin users can mint tokens with admin/*/delete scopes; privilege escalation"
1307,CLOSED,2026-05-21,2026-05-22,defect,format-debian-rpm,format-compat,wrong-result,high,yes,format-debian-rpm,format-compat,wrong-result,high,"signing_service/debian.rs emit real OpenPGP; PR1236","Debian signing emits raw RSA in PGP armor, not real OpenPGP packets; apt rejects Malformed CTB"
1308,CLOSED,2026-05-21,2026-05-22,defect,config-deploy,config-error,degraded,high,yes,config-deploy,config-error,degraded,high,"docker-compose*.yml + init-dtrack.sh version/healthcheck fixes; PR1231","docker-compose stacks broken: dtrack-init healthcheck flaps, removed NVD feeds, dev-compose issues"
1309,CLOSED,2026-05-21,2026-05-21,infra,ci-cd-release,n/a,none,high,no,ci-cd-release,n/a,none,,,"Add GitHub Actions workflow enforcing PR-issue link across all repos"
1311,CLOSED,2026-05-21,2026-05-22,defect,sbom-scanning,data-integrity,wrong-result,high,yes,sbom-scanning,data-integrity,wrong-result,high,"grype_scanner.rs emits bare pkg name for join dedupe; PR1312","Grype scanner writes affected_component as 'name (artifact_type)' breaking cross-source dedupe"
1313,OPEN,2026-05-21,"",refactor,auth-rbac-sso,n/a,none,high,no,auth-rbac-sso,n/a,none,,,"Consolidate self-service namespace under /profile or /users/me to drop runtime self checks"
1314,OPEN,2026-05-21,"",refactor,auth-rbac-sso,n/a,none,high,no,auth-rbac-sso,n/a,none,,,"Extract require_admin/require_self_or_admin helpers to remove duplicated auth guards"
1315,OPEN,2026-05-21,"",test,auth-rbac-sso,n/a,none,high,no,auth-rbac-sso,n/a,none,,,"Add router-level test pinning token-mint endpoint count and asserting admin-scope rejection"
1316,OPEN,2026-05-21,"",security-hardening,ci-cd-release,n/a,none,high,no,ci-cd-release,n/a,none,,,"Add release-gate grep check banning legacy any(|s| s==admin) scope checks in handlers"
1317,CLOSED,2026-05-21,2026-05-30,defect,format-oci-docker,auth-logic,security,high,yes,format-oci-docker,auth-logic,security,high,"incus/oci_v2 session lookup bound to URL repo_id; PR1504","Chunked-upload session not validated against URL repo_key; cross-repo write/audit bypass"
1319,OPEN,2026-05-22,"",refactor,format-incus,n/a,none,high,no,format-incus,n/a,none,,,"Collapse RepositoryFormat::Lxc into Incus; breaking enum+DB migration cleanup"
1320,CLOSED,2026-05-22,2026-05-30,defect,format-incus,path-normalization,degraded,high,yes,format-incus,path-normalization,degraded,high,"incus.rs URL builders take mount prefix param; PR1503","Incus URL builders hardcode /incus/ prefix; /lxc requests get cross-prefix URLs"
1326,OPEN,2026-05-22,"",feature,format-debian-rpm,n/a,none,high,no,format-debian-rpm,n/a,none,,,"Add Ed25519 OpenPGP key support to signing service and admin UI"
1327,OPEN,2026-05-22,"",enhancement,format-debian-rpm,n/a,none,high,no,format-debian-rpm,n/a,none,,,"Add signature expiration subpacket and cap signed-Release cache TTL below expiry"
1328,CLOSED,2026-05-22,2026-05-30,security-hardening,format-debian-rpm,n/a,none,high,no,format-debian-rpm,n/a,none,,,"Zeroize decrypted OpenPGP secret key buffers in SigningService to avoid lingering cleartext"
1329,OPEN,2026-05-22,"",feature,format-debian-rpm,n/a,none,high,no,format-debian-rpm,n/a,none,,,"Add cross-signature and client keyring rollover during signing-key rotation overlap window"
1331,OPEN,2026-05-22,"",enhancement,format-debian-rpm,n/a,none,high,no,format-debian-rpm,n/a,none,,,"Migrate legacy PEM RSA signing keys to OpenPGP via startup scan/auto-rotate"
1332,CLOSED,2026-05-22,2026-05-22,defect,api-routing,validation-input,degraded,high,yes,api-routing,validation-input,degraded,high,"smtp.rs serde alias recipient->to; PR1338","Web UI sends 'recipient' but SMTP test endpoint expects 'to'; returns 422"
1337,CLOSED,2026-05-22,2026-05-22,chore,ci-cd-release,build-ci,none,high,no,ci-cd-release,build-ci,none,,,"cargo fmt nit merged in #1336 turned main red, blocking v1.2.0-rc.2 tagging"
1340,CLOSED,2026-05-22,2026-05-29,enhancement,proxy-remote,n/a,none,med,no,proxy-remote,n/a,none,,,"Proposal to add pg advisory locks to serialize concurrent cache-miss refetch/write-back on downloads"
1341,CLOSED,2026-05-22,2026-05-29,defect,format-composer,inv-lifecycle-gc,degraded,high,yes,format-composer,design-gap-other,degraded,med,"composer.rs never called PackageService; missing index path, not GC; PR1487","Composer remote packages cached to S3 but not indexed/shown in Web UI."
1343,CLOSED,2026-05-22,2026-05-29,enhancement,format-nuget,n/a,none,med,no,format-nuget,n/a,none,,,"Replicate PyPi proxy_helpers centralization fix (#1283) for NuGet for 1.2."
1349,CLOSED,2026-05-22,2026-05-27,defect,format-oci-docker,format-compat,wrong-result,high,yes,format-oci-docker,format-compat,wrong-result,high,"oci_v2.rs Range inclusive 0-(N-1); PR1345","OCI blob upload Range over-reports by one byte; reports 0-N instead of inclusive 0-(N-1)."
1350,CLOSED,2026-05-22,2026-05-26,defect,config-deploy,validation-input,outage-oom,high,yes,webhooks,validation-input,outage-oom,med,"webhook_secret_crypto.rs accepts base64url key; webhook subsystem; PR1380","Backend refuses to start when AK_WEBHOOK_SECRET_KEY is set but not valid base64."
1351,CLOSED,2026-05-22,2026-05-22,security-hardening,plugins-wasm,upstream-dependency,security,high,no,plugins-wasm,upstream-dependency,security,,,"RUSTSEC-2026-0149: wasmtime-wasi path_open(TRUNCATE) bypasses FilePerms::WRITE; upgrade dep."
1353,CLOSED,2026-05-22,2026-05-22,defect,ci-cd-release,test-infra,none,high,yes,ci-cd-release,test-infra,none,high,"e2e scripts must send member_repos; the bug was the test setup; PR1354","Smoke E2E test-proxy-virtual fails after #1281: test setup uses old virtual-repo create shape lacking members."
1356,CLOSED,2026-05-23,2026-05-30,automated-report,ci-cd-release,n/a,none,high,no,ci-cd-release,n/a,none,,,"Bot-filed nightly E2E test failure tracker."
1357,CLOSED,2026-05-23,2026-05-30,defect,proxy-remote,inv-lifecycle-gc,degraded,high,yes,proxy-remote,data-integrity,degraded,med,"oci_v2 cache_manifest now inserts artifacts row; index gap not GC; PR1505","Proxy Docker blobs cached to disk but never indexed in DB; artifacts API returns empty list."
